Station,StationUniqueId,Id,Type,IsAccessible,HasBabyChanging,IsInsideGateLine,Location,IsFeeCharged,IsManagedByTfL,AskStaff,RadarKey,OpeningHours,OpensWithStation,ClosesWithStation,MonOpening1,MonClosing1,MonOpening2,MonClosing2,TueOpening1,TueClosing1,TueOpening2,TueClosing2,WedOpening1,WedClosing1,WedOpening2,WedClosing2,ThuOpening1,ThuClosing1,ThuOpening2,ThuClosing2,FriOpening1,FriClosing1,FriOpening2,FriClosing2,SatOpening1,SatClosing1,SatOpening2,SatClosing2,SunOpening1,SunClosing1,SunOpening2,SunClosing2,BankHolidayOpening1,BankHolidayClosing1,BankHolidayOpening2,BankHolidayClosing2
,940GZZLUHBT,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHBT,3,Unisex,TRUE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHCH,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHCH,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHCL,1,Unisex,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHGD,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHGD,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHGD,3,Unisex,TRUE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHGR,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHGR,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHLT,1,Unisex,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHWC,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHWC,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUHWE,1,Unisex,TRUE,TRUE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUKBN,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUKBN,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUKBN,3,Unisex,TRUE,TRUE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUKBY,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUKBY,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUKBY,3,Unisex,TRUE,TRUE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLULGN,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLULGN,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLULYN,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLULYN,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLULYS,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLULYS,2,Female,FALSE,FALSE,TRUE,Located on platform 3,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUMPK,1,Male,FALSE,FALSE,TRUE,Located on platform 4,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUMPK,2,Female,FALSE,FALSE,TRUE,Located on platform 4,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNBP,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNBP,2,Female,FALSE,TRUE,TRUE,Located on platforms 1 & 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNEN,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNEN,2,Female,FALSE,TRUE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNFD,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNFD,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNGW,1,Male,FALSE,FALSE,FALSE,Located by bus station entrance,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNGW,2,Female,FALSE,FALSE,FALSE,Located by bus station entrance,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNGW,3,Unisex,TRUE,TRUE,TRUE,Baby changing is located separately and only available when the information kiosk in the bus station is open,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNHA,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNHA,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNHT,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNHT,2,Female,FALSE,TRUE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNKP,1,Male,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNKP,2,Female,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNOW,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNOW,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNWH,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUNWH,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUOAK,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUOAK,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUOSY,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUOSY,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPCC,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPCC,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPKR,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPKR,2,Female,FALSE,TRUE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPNR,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPNR,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPNR,3,Unisex,TRUE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPRD,1,Male,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPRD,2,Female,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPVL,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUPVL,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUQBY,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUQBY,2,Female,FALSE,TRUE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUQBY,3,Unisex,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURBG,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURBG,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURSG,1,Unisex,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURSM,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURSM,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURSP,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURSP,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURVY,1,Male,FALSE,FALSE,FALSE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLURVY,2,Female,FALSE,FALSE,FALSE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSFB,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSFB,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSJW,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSJW,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSJW,3,Unisex,TRUE,TRUE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSNB,1,Male,FALSE,FALSE,TRUE,Located on platforms 1 & 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSNB,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSTM,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSTM,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSTM,3,Unisex,TRUE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSUH,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSUH,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSUT,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUSUT,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUTAW,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUTAW,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUTHB,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUTHB,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUPB,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUPB,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUPY,1,Male,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUPY,2,Female,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUXB,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUXB,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUUXB,3,Unisex,TRUE,TRUE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWAF,1,Male,FALSE,FALSE,TRUE,Located on platform,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWAF,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWCY,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWCY,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWFN,1,Male,FALSE,TRUE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWFN,2,Female,FALSE,TRUE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWHW,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWHW,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWHW,3,Unisex,TRUE,TRUE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWIG,1,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWIG,2,Unisex,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWLA,1,Unisex,TRUE,TRUE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWOF,1,Male,FALSE,FALSE,TRUE,Located on platform 2/3,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWOF,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWOP,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWOP,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWTA,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWTA,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWYP,1,Male,FALSE,TRUE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWYP,2,Female,FALSE,TRUE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940GZZLUWYP,3,Unisex,TRUE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBABW,1,Male,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBABW,2,Female,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBABW,3,Unisex,    TRUE ,FALSE,TRUE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBAMR,1,Male,FALSE,FALSE,TRUE,Located on platform 1/2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBAMR,2,Female,FALSE,FALSE,TRUE,Located on platform 3,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBAN,1,Unisex,TRUE,FALSE,TRUE,Located at Cannon Street ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBEK,1,Male,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBEK,2,Female,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBEK,3,Unisex,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBFR,1,Male,FALSE,FALSE,FALSE,Located in National Rail station,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBFR,2,Female,FALSE,TRUE,FALSE,Located in National Rail station,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBFR,3,Unisex,TRUE,FALSE,FALSE,Located in National Rail station,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBKG,1,Male,FALSE,FALSE,TRUE,"Located in walkway, inside gateline",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBKG,2,Female,FALSE,TRUE,TRUE,"Located in walkway, inside gateline",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBBKG,3,Unisex,TRUE,FALSE,TRUE,"Located in walkway, inside gateline",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCAW,1,Male,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCAW,2,Female,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCAW,3,Unisex,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCFO,1,Male,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCFO,2,Female,FALSE,FALSE,TRUE,Located on platform 1,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCHX,1,Male,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCHX,2,Female,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCHX,3,Unisex,TRUE,TRUE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCLJ,1,Male,FALSE,FALSE,TRUE,Located in Brighton Yard ticket hall,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCLJ,2,Female,FALSE,TRUE,TRUE,Located in Brighton Yard ticket hall,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCLJ,3,Unisex,TRUE,FALSE,TRUE,Located in Brighton Yard ticket hall,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCLW,1,Male,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCLW,2,Female,FALSE,FALSE,TRUE,Located on platform 2,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCST,1,Male,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCST,2,Female,FALSE,TRUE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCST,3,Unisex,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCUS,1,Unisex,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCYP,1,Male,FALSE,FALSE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCYP,2,Female,FALSE,TRUE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBCYP,3,Unisex,TRUE,FALSE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBEAL,1,Male,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBEAL,2,Female,FALSE,TRUE,TRUE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUBEAL,3,Unisex,TRUE,FALSE,TRUE,Changing Places available,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
